frame,player,team,dx,dy,x,y
0,0,,0.1857446021017708,1.21757982060676,46.580302425231025,12.352033602119365
0,1066,defense,0.015997408949914416,0.3044009784656527,56.07041917765739,12.48927492804549
0,876,attack,0.1008281280971346,0.11301659684283916,46.22327710768897,4.9449493699520835
0,1068,defense,-0.2624090578723397,-0.04022798387729409,55.38384944552902,41.556410671584885
0,549,defense,-0.013084384523310177,0.005904806603865609,94.21557179030845,45.58091690504864
0,331,attack,0.019056795300919305,-0.08243118415813866,56.88980509462064,2.0184091519763143
0,1492,defense,0.1668988875501327,-0.02482275221863972,45.80799455575792,11.243351353142856
0,1069,defense,-0.0008864299073891857,0.12831438326057487,53.46850132519465,7.271171526117714
0,5518,defense,0.17794802998493253,0.18467400450906624,41.91027594624357,14.11582347785192
0,877,attack,0.0,0.0,36.326530612244895,13.655462184873938
0,472,attack,0.11833767701339326,0.059872548345367704,45.6965689695304,25.690124649185705
0,894,defense,0.0,0.0,40.911252531575386,5.593784249424303
0,471,attack,0.23882326941510712,0.036697728422453224,46.63338109254436,11.171151509935058
0,1070,defense,-0.04858366017543858,0.1125659319619956,50.56366123778375,10.826851646247704
0,1067,defense,0.2736792172775324,0.12463683819558469,49.117216632243526,16.301107426430875
0,648,attack,0.28844467690278464,0.03679416941889713,37.83302131109056,64.74585200364139
0,878,attack,0.0,0.0,30.61224489795919,34.033613445378144
0,893,defense,0.1654582734718062,-0.0065356409065771,40.70967596054663,36.33800217421947
0,14,attack,0.10532402346935754,0.4180209560555994,51.66994987380949,9.45163440143375
1,878,attack,0.0,2.1316282072803006e-14,30.61224489795919,34.033613445378165
1,471,attack,0.2338045715124153,0.03093079681084987,46.86718566405678,11.202082306745908
1,549,defense,-0.011230383464251759,0.005068120882967264,94.2043414068442,45.585985025931606
1,1070,defense,-0.034497126792508936,0.11619821263255403,50.52916411099124,10.943049858880258
1,1068,defense,-0.23189325166788421,-0.03559535160556493,55.15195619386114,41.52081531997932
1,1069,defense,0.00884960610774499,0.12743460751174318,53.4773509313024,7.398606133629457
1,331,attack,0.01827493681977188,-0.061869755412515826,56.90808003144041,1.9565393965637985
1,472,attack,0.12260464648564096,0.06144705529012029,45.81917361601604,25.751571704475825
1,5518,defense,0.17769346637946626,0.197328826779696,42.08796941262304,14.313152304631616
1,894,defense,0.0,0.0,40.911252531575386,5.593784249424303
1,0,,0.17865897695352118,1.1711326339896697,46.758961402184546,13.523166236109034
1,648,attack,0.2809980557041598,0.04478870731200857,38.11401936679472,64.7906407109534
1,1067,defense,0.26601544027032986,0.13237451971062342,49.383232072513856,16.433481946141498
1,1492,defense,0.16688486290668436,-0.014882068676639548,45.97487941866461,11.228469284466216
1,877,attack,0.0,0.0,36.326530612244895,13.655462184873938
1,14,attack,0.11433400822621564,0.4088562519044814,51.78428388203571,9.860490653338232
1,876,attack,0.10309382201717199,0.11046403418465989,46.326370929706144,5.055413404136743
1,1066,defense,0.025839612637760467,0.3012887642352222,56.09625879029515,12.790563692280712
1,893,defense,0.1733345540561828,-0.007226336119650512,40.883010514602816,36.33077583809982
2,1066,defense,0.03539050379286124,0.2982509246384222,56.131649294088014,13.088814616919134
2,5518,defense,0.17760344427753694,0.2094129262926554,42.265572856900576,14.522565230924272
2,648,attack,0.2739176617776309,0.05239007121041084,38.38793702857235,64.84303078216381
2,0,,0.1715733518052005,1.1246854473724692,46.93053475398975,14.647851683481504
2,1070,defense,-0.02076935680334202,0.11972383951498955,50.5083947541879,11.062773698395247
2,14,attack,0.12314882533014782,0.3999309132598956,51.90743270736586,10.260421566598128
2,331,attack,0.01779024177056243,-0.04192227516739444,56.925870273210975,1.914617121396404
2,1067,defense,0.2586836726595294,0.13989938681137915,49.641915745173385,16.573381332952877
2,1068,defense,-0.20220611556727874,-0.03108292869060847,54.94975007829386,41.48973239128871
2,1492,defense,0.16674639629935228,-0.005321632993984693,46.14162581496396,11.223147651472232
