frame,player,team,dx,dy,x,y
0,0,,0.30681985535481004,0.24886289557505847,53.988749530896456,2.357967544476381
0,11234,defense,-0.07649951167596214,-0.04985808882010012,44.277241984922675,6.882915020423597
0,19,attack,-0.027073912874143957,-0.022952347319730393,70.02822505785649,17.91015906821373
0,10055,defense,-0.02873729793495272,-0.028842949765575554,51.17005173528655,9.267840791036038
0,10054,defense,-0.0850326706626916,0.06646536837907036,50.81648847737544,21.235870558136032
0,10053,attack,-0.025840957274496645,-0.062039311194025615,51.754089015876566,13.864402158202822
0,11237,attack,-0.02527235813916917,-0.017520752491449798,38.83784161056309,27.28125102224341
0,698,attack,-0.18532151123959295,-0.05172223121328301,56.14120910100531,33.561723146937965
0,10052,attack,-0.0273004330381994,-0.026624261322083953,47.924474318590256,5.09662356147345
0,11235,attack,-0.14543765780129547,-0.04620064135612534,42.30354193403543,6.676488434274133
0,10051,attack,0.08154030456170602,0.0637356613321316,52.77966830957037,2.1605889762377046
0,5201,defense,-0.14988991444673871,-0.0066512470197857,56.04058627602945,27.724441189954987
0,911,attack,-0.08596117941019088,-0.054397103254428814,58.88358887223921,14.643037844842794
0,4777,defense,-0.015558118087056982,-0.008926572422076617,91.89579057219836,46.50582041580068
0,3837,defense,-0.07399689967707701,0.038388996420692933,59.15795279244493,67.887201717905
0,1636,defense,0.03362482503202813,-0.1607989704585433,63.559948822195565,1.654175799711993
0,12853,defense,-0.06175399573172058,-0.02347210697495683,42.79538886141114,37.79165394344521
0,1025,attack,0.1209947027531868,-0.415165540764975,54.39478650677444,5.935378856985395
0,1635,defense,-0.051529870871959815,-0.18321073729840975,70.16951443883768,13.670590111499052
0,5566,defense,-0.04923363082099286,-0.043974156641581885,53.63269604472065,2.0651304922597404
0,11236,attack,-0.022693546084141758,-0.006371182724151936,40.097620371667674,48.022059195254286
0,1634,defense,-0.014713051380510933,0.04812054287111067,69.23815049866488,40.875794473016725
1,5201,defense,-0.1341752003861032,-0.0034295750014727844,55.90641107564335,27.721011614953515
1,11235,attack,-0.1376527526186706,-0.04164996609276095,42.16588918141676,6.634838468181372
1,10051,attack,0.0810650122516563,0.062063763346145606,52.860733321822025,2.2226527395838502
1,12853,defense,-0.05647196194389892,-0.021464456123467812,42.73891689946724,37.770189487321744
1,1636,defense,0.02728592235325067,-0.1427698623575111,63.587234744548816,1.511405937354482
1,3837,defense,-0.06512914295499428,0.03345743164270232,59.09282364948994,67.9206591495477
1,5566,defense,-0.03100823472342995,-0.03648162176281744,53.60168780999722,2.028648870496923
1,1634,defense,-0.014012639183135889,0.0403414291708728,69.22413785948174,40.9161359021876
1,4777,defense,-0.01366151589580511,-0.007615128534155247,91.88212905630256,46.49820528726652
1,10054,defense,-0.07814915654833499,0.06691310455047628,50.7383393208271,21.302783662686508
1,698,attack,-0.16762193173784823,-0.04717406972548588,55.97358716926746,33.51454907721248
1,911,attack,-0.07643485937239802,-0.04603695757521109,58.80715401286681,14.597000887267583
1,10055,defense,-0.025212067388466153,-0.025304758812708883,51.14483966789808,9.24253603222333
1,10053,attack,-0.02267211349278142,-0.054646855124644844,51.731416902383785,13.809755303078177
1,1025,attack,0.12300821484519986,-0.3811504839752038,54.51779472161964,5.554228373010191
1,11236,attack,-0.019931796427627546,-0.005595825200259696,40.077688575240046,48.016463370054026
1,10052,attack,-0.02395146401904924,-0.023358238904024553,47.90052285457121,5.0732653225694255
1,19,attack,-0.02418219721226933,-0.022387151007922768,70.00404286064422,17.887771917205807
1,0,,0.2804672297414754,0.22748816834776164,54.26921676063793,2.5854557128241424
1,11234,defense,-0.07111996341820515,-0.04439560546175958,44.20612202150447,6.838519414961837
1,1635,defense,-0.0450545192179419,-0.15651289157256087,70.12445991961974,13.514077219926492
1,11237,attack,-0.022196773294361094,-0.015388519300728376,38.81564483726873,27.26586250294268
2,1635,defense,-0.038728815941183825,-0.13069792441787342,70.08573110367855,13.383379295508618
2,1636,defense,0.021246416520760647,-0.12499990575292963,63.60848116106958,1.3864060316015523
2,1025,attack,0.124937670277113,-0.3479162244039893,54.64273239189675,5.206312148606202
2,11236,attack,-0.017227363364824555,-0.004836559233467597,40.06046121187522,48.01162681082056
2,10054,defense,-0.07141258094345204,0.06735128314934613,50.66692673988365,21.370134945835854
2,11235,attack,-0.13002941321971662,-0.0371937342937807,42.03585976819704,6.597644733887591
