frame,player,team,dx,dy,x,y
0,0,,-0.5460123015017615,1.5841599011654637,61.19063016583647,15.871693281373283
0,263,defense,0.062320377247083,-0.0582005144877797,39.92626595547837,47.630875115764326
0,264,defense,0.0624481822553519,-0.0759762159521741,40.06244818225535,60.63830949833354
0,1057,attack,0.0367757078080472,0.0892244524793,38.13201380304614,12.69426646928602
0,1686,attack,0.0729197019963336,-0.0422385454543103,61.80956216933456,14.245294834753508
0,11156,defense,-0.0013517138751879,-0.0471608657081219,10.422131947073533,50.45405501278759
0,2749,defense,0.1214713952342307,-0.0946994664343066,56.856165272785255,10.19941818062452
0,2750,defense,0.0306044867521038,0.0864016656023238,62.34352965682014,21.725057127787196
0,2751,defense,-0.0353743525819254,0.0976888928511812,62.957822926329634,33.501050237388995
0,262,defense,0.1697122030995359,-0.0800791718511675,40.57787546840565,15.045971248316903
0,2752,defense,0.0562718117076315,0.0467341966971304,54.75014936272803,20.42488545720134
0,2754,defense,0.1821739612986022,0.1547004712070361,54.059724981706765,59.39839795019864
0,5817,attack,0.0219792093434492,0.021544120936241,40.838305739955686,50.231628154549675
0,3271,defense,-0.0582665932173611,0.0827963429770193,40.349896672088754,26.76346861188459
0,4162,attack,0.1483529411764834,0.0619713914977495,47.359237294917975,8.885500803262474
0,4163,attack,0.0785936535988298,-0.4068691253999503,49.87242824872304,32.18051756214207
0,4165,attack,0.1876386554621802,-0.1278126544735656,53.92913525410164,42.3091621354424
0,4166,attack,0.1201363049170396,-0.1418564500101098,71.27659888995103,23.387555314695774
0,4167,attack,-0.0410314429100964,-0.0041903806528225,71.93175767273615,49.57564155212029
0,2753,defense,0.0578875125572793,0.4105234295683573,48.6867150035223,33.65139104464072
0,13,attack,0.0314937690959951,-0.0106013899661121,58.26278628610281,80.03141541675659
0,4445,attack,0.2460020924283981,-0.2364068382548225,58.61334903120391,22.032500724770387
1,4445,attack,0.2318629203938726,-0.2194072966542251,58.84521195159778,21.81309342811616
1,262,defense,0.1600288825593026,-0.0727541461257317,40.73790435096495,14.973217102191171
1,2750,defense,0.0292860351763479,0.0857449416201205,62.372815691996486,21.810802069407316
1,4165,attack,0.1780057356275861,-0.1134560883176689,54.107140989729224,42.19570604712473
1,4166,attack,0.1140086022557937,-0.1346208841515448,71.39060749220683,23.25293443054423
1,2749,defense,0.1189371609912939,-0.0897424580627728,56.97510243377655,10.109675722561747
